datetime,aqi_t_plus_48,aqi_t_plus_72,temp_roll_mean_24,humidity_roll_std_24,pm10_roll_std_12,co_roll_mean_12,wind_speed_roll_mean_24,co_lag_12,temp_lag_6,temp_roll_std_24,pm2_5_roll_mean_12,no2_roll_mean_12,pm10_lag_24,so2_roll_mean_24,o3_roll_mean_24,pm10_lag_12,no2_lag_24,pm10_roll_mean_24,pm2_5_lag_24,aqi_roll_std_24,humidity_roll_mean_24,dayofweek,pm2_5_roll_mean_24,pm2_5_roll_std_24,o3_roll_std_24,so2_roll_std_24,co_lag_24,no2_roll_std_24,co_roll_mean_24,so2_lag_24,aqi_t_plus_1,aqi_t_plus_6,aqi_t_plus_12,aqi_t_plus_24
2025-11-08 22:19:57.883751+00:00,0.0,0.0,25.986250000000002,23.323186199418668,23.690430925254088,210.96083333333334,2.8716666666666666,328.15,36.07,5.962461420894234,49.33083333333334,1.32,179.17,6.137083333333334,134.22666666666666,127.2,2.79,119.87041666666666,108.28,0.6593804733957871,38.666666666666664,5,0,21.204319682281845,31.768811430554727,3.432401211937521,516.96,1.3922361717650564,298.75708333333336,8.03,3.0,3.0,0.0,0.0
2025-11-08 23:20:14.442620+00:00,0.0,0.0,25.527916666666666,25.216023201269394,23.831874171267863,195.37750000000003,2.8504166666666664,290.21,35.07,6.212846424015782,46.67333333333334,1.0725,168.31,5.82125,130.46291666666667,133.43,1.96,116.49958333333332,100.87,0.6538625481582946,41.25,5,0,20.473690925397275,29.77918203086739,3.6137988111993877,467.86,1.4478489792332183,283.56333333333333,7.83,3.0,3.0,0.0,0.0
2025-11-09 01:55:03.906765+00:00,0.0,0.0,25.069583333333338,27.226904852114327,23.355356581747984,180.9041666666667,2.893333333333333,277.04,23.07,6.493542263140226,43.830000000000005,0.8458333333333332,156.23,5.5183333333333335,127.1975,135.6,1.45,113.46499999999999,93.1,0.6370220572706061,44.0,6,0,19.980098141378814,28.001218801113357,3.765835742644617,418.27,1.4946627267268935,270.4420833333333,7.53,3.0,3.0,0.0,0.0
2025-11-09 03:17:19.301849+00:00,0.0,0.0,24.56958333333333,28.548839413959683,22.13356458098421,165.80583333333334,2.82875,284.6,19.07,6.63262717911246,40.467499999999994,0.6833333333333332,143.02,5.233333333333333,124.41958333333334,135.05,1.34,110.92041666666667,85.4,0.6079187588743288,47.083333333333336,6,0,19.70608424676445,26.60986634268124,3.896693879227084,378.12,1.5349982297114864,258.99625,7.11,3.0,3.0,0.0,0.0
2025-11-09 04:27:22.202083+00:00,0.0,0.0,24.361250000000002,28.814970696356504,19.875969882948386,150.68583333333333,2.785833333333333,284.6,18.07,6.661910753778093,37.0825,0.5208333333333333,130.32,4.9675,122.09625,135.05,1.37,108.85125,78.24,0.5646597025732798,49.291666666666664,6,0,19.61954958468199,25.645602693249327,4.011769911907584,348.69,1.5728787762976337,248.76583333333335,6.65,3.0,0.0,0.0,0.0
2025-11-09 05:21:58.328192+00:00,0.0,0.0,24.31958333333333,28.37912965543517,16.551640035923338,134.64833333333334,2.785833333333333,295.33,19.07,6.653881168269323,33.134166666666665,0.3916666666666666,119.76,4.716666666666667,120.19541666666667,132.87,1.51,107.18666666666667,72.08,0.5757792451369141,50.625,6,0,19.65232419322585,25.063245041150402,4.112421974062688,330.65,1.6099851471094537,239.27541666666664,6.29,3.0,0.0,0.0,0.0
2025-11-09 06:32:28.760260+00:00,0.0,0.0,24.402916666666666,28.071305427532174,11.732155857326413,118.51666666666667,2.785833333333333,296.2,18.07,6.663137059299797,29.1225,0.2508333333333333,112.66,4.47125,118.64833333333333,129.43,2.05,105.81750000000001,67.59,0.5835920751217646,51.541666666666664,6,0,19.71053344799033,24.804710574136177,4.196803454908327,334.99,1.6428897636062882,229.59333333333333,6.17,3.0,0.0,0.0,0.0
2025-11-09 07:21:06.872055+00:00,0.0,0.0,24.65291666666667,28.043315357351815,3.3702193975869332,102.69,2.7216666666666662,292.54,17.07,6.723240341413184,25.254166666666666,0.07666666666666667,109.81,4.220416666666667,117.55666666666667,123.35,3.19,104.56708333333331,64.79,0.5882299658752714,51.583333333333336,6,0,19.73521140966206,24.81171298901532,4.262143244452481,373.58,1.638067967657836,218.3033333333333,6.3,3.0,0.0,0.0,0.0
2025-11-09 08:27:09.209437+00:00,0.0,0.0,25.027916666666666,28.233883436627053,3.491522525410224,102.765,2.700416666666667,101.56,16.07,6.765570112656821,25.195833333333336,0.07416666666666667,110.05,3.959166666666667,116.94749999999999,84.85,4.41,103.33,62.54,0.5897678246195883,51.25,6,0,19.710407972123093,24.967043886587348,4.305086896731103,423.94,1.5403556901488435,204.90833333333333,6.55,3.0,0.0,0.0,0.0
2025-11-09 09:21:14.720943+00:00,0.0,0.0,25.40291666666667,28.33875694040824,3.525553040647196,102.82166666666666,2.765,101.56,17.07,6.786047373049738,25.151666666666667,0.07166666666666667,110.3,3.686666666666667,116.72833333333334,84.85,4.72,102.11,59.44,0.5882299658752713,51.041666666666664,6,0,19.68446286442347,25.069770756771938,4.322417466374949,437.09,1.3786602796434928,190.95624999999998,6.83,0.0,0.0,0.0,0.0
